Material,Material Description,Plant,Storage Location,Movement Type,Posting Date,Qty in Un. of Entry,Unit of Entry,Movement Type Text,Document Date,Qty in OPUn,Order Price Unit,Order Unit,Qty in order unit,Entry Date,Amount in LC,Purchase Order,Movement indicator,Base Unit of Measure,Quantity,Material Doc. Year,Debit/Credit ind,Trans./Event Type,Material Type,Vendor Code
31000425,"SELICON SEALANT GUN , MAKE:STANDARD",8110,CCPJ,101,2020-04-08,6,NO,GR goods receipt,2020-04-07,6,NO,NO,6,2020-04-08,2250,4400040542.0,B,NO,6,2020,S,WE,ZCON,52034.0
31000426,"PU CONNECTOR 1/4""X8""",8110,BOIS,101,2021-03-11,20,NO,GR goods receipt,2021-03-10,20,NO,NO,20,2021-03-11,1235,4400049505.0,B,NO,20,2021,S,WE,ZCON,55541.0
31000426,"PU CONNECTOR 1/4""X8""",8110,BOIS,101,2021-03-05,20,NO,GR goods receipt,2021-03-01,20,NO,NO,20,2021-03-05,1710,4400049011.0,B,NO,20,2021,S,WE,ZCON,52628.0
31000426,"PU CONNECTOR 1/4""X8""",8110,EQSP,101,2020-06-08,40,NO,GR goods receipt,2020-06-05,40,NO,NO,40,2020-06-08,3420,4400041697.0,B,NO,40,2020,S,WE,ZCON,54261.0
31000427,DOOR GASKET SIZE:900X900X20X8MM HOLLOW-,8110,UTL,101,2020-08-25,2,NO,GR goods receipt,2020-08-18,2,NO,NO,2,2020-08-25,11700,4400043762.0,B,NO,2,2020,S,WE,ZCON,56152.0
31000432,COPPER FLAT 50X6MM,8110,ELSP,101,2021-02-16,400,KG,GR goods receipt,2021-02-13,400,KG,KG,400,2021-02-16,243200,4400048629.0,B,KG,400,2021,S,WE,ZCON,56152.0
31000433,FLAT SPANNER 14/15,8110,UTL,101,2021-01-28,2,NO,GR goods receipt,2021-01-28,2,NO,NO,2,2021-01-28,50,4400047976.0,B,NO,2,2021,S,WE,ZCON,56152.0
31000433,FLAT SPANNER 14/15,8110,EQSP,101,2020-06-01,3,NO,GR goods receipt,2020-05-30,3,NO,NO,3,2020-06-01,74,4400042079.0,B,NO,3,2020,S,WE,ZCON,56152.0
31000451,"MS FLANGES 12""",8110,HVAC,101,2020-08-13,2,NO,GR goods receipt,2020-08-12,2,NO,NO,2,2020-08-13,1200,4400042516.0,B,NO,2,2020,S,WE,ZCON,55541.0
31000467,BEARINGS 6300 ZZ,8110,EQSP,101,2021-03-19,13,NO,GR goods receipt,2021-03-03,13,NO,NO,13,2021-03-19,2757,4400045659.0,B,NO,13,2021,S,WE,ZCON,50908.0
31000468,BEARINGS 6301 ZZ,8110,EQSP,101,2020-07-11,10,NO,GR goods receipt,2020-07-07,10,NO,NO,10,2020-07-11,927,4400042382.0,B,NO,10,2020,S,WE,ZCON,58569.0
31000492,"THERMAL OVER LOAD RELAY 13-19 AMP ,ABB M",8110,ELSP,101,2021-03-20,10,NO,GR goods receipt,2021-03-18,10,NO,NO,10,2021-03-20,8730,4400049562.0,B,NO,10,2021,S,WE,ZCON,50424.0
31000492,"THERMAL OVER LOAD RELAY 13-19 AMP ,ABB M",8320,RD01,101,2020-06-30,2,NO,GR goods receipt,2020-06-29,2,NO,NO,2,2020-06-30,1760,4400039700.0,B,NO,2,2020,S,WE,ZCON,55607.0
31000501,6307 ZZ BEARING MAKE:SKF,8110,EQSP,101,2020-12-26,10,NO,GR goods receipt,2020-12-18,10,NO,NO,10,2020-12-26,4015,4400045659.0,B,NO,10,2020,S,WE,ZCON,50908.0
31000507,"1"" SS 304 SQUARE PIPE THK1. 6 MM",8110,EQSP,101,2020-09-23,24.6,M,GR goods receipt,2020-09-22,24.6,M,M,24.6,2020-09-23,5658,4400045439.0,B,M,24.6,2020,S,WE,ZCON,56152.0
31000507,"1"" SS 304 SQUARE PIPE THK1. 6 MM",8110,EQSP,101,2020-08-03,61.5,M,GR goods receipt,2020-08-01,61.5,M,M,61.5,2020-08-03,13838,4400043999.0,B,M,61.5,2020,S,WE,ZCON,56152.0
31000507,"1"" SS 304 SQUARE PIPE THK1. 6 MM",8110,UTL,101,2020-06-19,298.9,M,GR goods receipt,2020-06-19,298.9,M,M,298.9,2020-06-19,59780,4400042425.0,B,M,298.9,2020,S,WE,ZCON,56152.0
31000507,"1"" SS 304 SQUARE PIPE THK1. 6 MM",8110,UTL,101,2020-05-27,36,M,GR goods receipt,2020-05-25,36,M,M,36,2020-05-27,8032,4400041345.0,B,M,36,2020,S,WE,ZCON,55541.0
31000511,ANCHOR BOLTS SIZE:8 MM DIA,8110,HVAC,101,2020-11-24,200,NO,GR goods receipt,2020-11-20,200,NO,NO,200,2020-11-24,1600,4400046635.0,B,NO,200,2020,S,WE,ZCON,56152.0
31000518,V BELT B-51,8110,UTL,101,2021-02-13,15,NO,GR goods receipt,2021-02-12,15,NO,NO,15,2021-02-13,3504,4400048149.0,B,NO,15,2021,S,WE,ZCON,54605.0
31000518,V BELT B-51,8110,UTL,101,2021-01-28,15,NO,GR goods receipt,2021-01-28,15,NO,NO,15,2021-01-28,3504,4400047976.0,B,NO,15,2021,S,WE,ZCON,54605.0
31000522,GEAR OIL HP 90 MAKE:SERVO,8110,HVAC,101,2020-11-24,60,L,GR goods receipt,2020-11-20,60,L,L,60,2020-11-24,13200,4400046635.0,B,L,60,2020,S,WE,ZCON,56152.0
31000525,"MS BEND 2""",8110,BOIS,101,2021-01-12,15,NO,GR goods receipt,2021-01-11,15,NO,NO,15,2021-01-12,660,4400047206.0,B,NO,15,2021,S,WE,ZCON,58569.0
31000525,"MS BEND 2""",8110,HVAC,101,2020-06-03,30,NO,GR goods receipt,2020-06-02,30,NO,NO,30,2020-06-03,1350,4400042072.0,B,NO,30,2020,S,WE,ZCON,50908.0
31000549,PISTON VALVE 25NB CS BODY IBR FORBES MAR,8110,UTL,101,2020-06-26,2,NO,GR goods receipt,2020-06-24,2,NO,NO,2,2020-06-26,18600,4400041709.0,B,NO,2,2020,S,WE,ZCON,56152.0
31000549,PISTON VALVE 25NB CS BODY IBR FORBES MAR,8320,RD01,101,2020-06-30,2,NO,GR goods receipt,2020-06-24,2,NO,NO,2,2020-06-30,19840,4400040959.0,B,NO,2,2020,S,WE,ZCON,56152.0
31000555,"COPELAND SCROLL COMPRESSOR 8.5TR ,:ZR108",8110,HVAC,101,2020-06-12,1,NO,GR goods receipt,2020-06-12,1,NO,NO,1,2020-06-12,40200,4400042393.0,B,NO,1,2020,S,WE,ZCON,56152.0
31000561,V BELT B74,8110,EQSP,101,2020-09-12,6,NO,GR goods receipt,2020-09-12,6,NO,NO,6,2020-09-12,2081,4400044783.0,B,NO,6,2020,S,WE,ZCON,56152.0
31000568,"SS REDUCER WITH PU CONNECTOR 3/8""XPU6",8110,EQSP,101,2020-06-08,25,NO,GR goods receipt,2020-06-05,25,NO,NO,25,2020-06-08,1958,4400041697.0,B,NO,25,2020,S,WE,ZCON,56152.0
31000570,SQUARE PIPE SS 304 40X40MM,8110,EQSP,101,2020-08-03,30.75,M,GR goods receipt,2020-08-01,30.75,M,M,30.75,2020-08-03,11961,4400043999.0,B,M,30.75,2020,S,WE,ZCON,58569.0
31000571,AIR VENT FILTER 0.2MIC 5185307T8-SS-A,8110,4017,101,2020-09-03,4,NO,GR goods receipt,2020-08-27,4,NO,NO,4,2020-09-03,118472,4400043174.0,B,NO,4,2020,S,WE,ZCON,56152.0
31000580,GASKET P.NO.0007-2855-490 WESTFALIA CSA,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,61521,4700003173.0,B,NO,2,2020,S,WE,ZCON,55541.0
31000583,SCREW DRIVER SET NO.821 TAPARIA,8110,GEN,101,2021-03-29,10,PAC,GR goods receipt,2021-03-23,10,PAC,PAC,10,2021-03-29,1716,4400049983.0,B,PAC,10,2021,S,WE,ZCON,58569.0
31000583,SCREW DRIVER SET NO.821 TAPARIA,8110,INSP,101,2020-08-31,1,PAC,GR goods receipt,2020-08-31,1,PAC,PAC,1,2020-08-31,172,4400044789.0,B,PAC,1,2020,S,WE,ZCON,55541.0
31000583,SCREW DRIVER SET NO.821 TAPARIA,8110,ELSP,101,2020-08-06,10,PAC,GR goods receipt,2020-08-06,10,PAC,PAC,10,2020-08-06,1716,4400043782.0,B,PAC,10,2020,S,WE,ZCON,56152.0
31000583,SCREW DRIVER SET NO.821 TAPARIA,8110,EQSP,101,2020-06-15,3,PAC,GR goods receipt,2020-06-15,3,PAC,PAC,3,2020-06-15,515,4400042502.0,B,PAC,3,2020,S,WE,ZCON,56152.0
31000583,SCREW DRIVER SET NO.821 TAPARIA,8110,GEN,101,2020-05-30,10,PAC,GR goods receipt,2020-05-30,10,PAC,PAC,10,2020-05-30,1716,4400042125.0,B,PAC,10,2020,S,WE,ZCON,50908.0
31000588,"SCREW DRIVER 18""",8110,4017,101,2021-02-18,1,NO,GR goods receipt,2021-02-16,1,NO,NO,1,2021-02-18,148,4400048657.0,B,NO,1,2021,S,WE,ZCON,50908.0
31000590,SUCTION AIR FILTER ELEMENT(240CFM AIR CO,8110,BOIS,101,2020-05-04,1,NO,GR goods receipt,2020-05-02,1,NO,NO,1,2020-05-04,3465,4400039586.0,B,NO,1,2020,S,WE,ZCON,54605.0
31000603,"REGULATOR FOR CO2 GAS SIZE: 1/2"" WITH 2S",8320,RD01,101,2020-06-03,2,NO,GR goods receipt,2020-06-02,2,NO,NO,2,2020-06-03,10708,4400042131.0,B,NO,2,2020,S,WE,ZCON,58569.0
31000653,SOLENOID VALVE TYPE:PC22CD MAKE: PATCON,8110,INSP,101,2021-03-02,15,NO,GR goods receipt,2021-02-24,15,NO,NO,15,2021-03-02,47544,4400045974.0,B,NO,15,2021,S,WE,ZCON,56152.0
31000653,SOLENOID VALVE TYPE:PC22CD MAKE: PATCON,8110,EQSP,101,2021-03-02,10,NO,GR goods receipt,2021-02-24,10,NO,NO,10,2021-03-02,32044,4400045974.0,B,NO,10,2021,S,WE,ZCON,56152.0
31000671,FLEXIBLE WIRE CUTTER,8110,INSP,101,2020-10-15,9,NO,GR goods receipt,2020-10-13,9,NO,NO,9,2020-10-15,379,4400045807.0,B,NO,9,2020,S,WE,ZCON,50908.0
31000671,FLEXIBLE WIRE CUTTER,8110,INSP,101,2020-09-23,1,NO,GR goods receipt,2020-09-22,1,NO,NO,1,2020-09-23,42,4400045547.0,B,NO,1,2020,S,WE,ZCON,50908.0
31000671,FLEXIBLE WIRE CUTTER,8110,EQSP,101,2020-06-01,3,NO,GR goods receipt,2020-05-30,3,NO,NO,3,2020-06-01,127,4400042079.0,B,NO,3,2020,S,WE,ZCON,50115.0
31000671,FLEXIBLE WIRE CUTTER,8110,GEN,101,2020-05-30,10,NO,GR goods receipt,2020-05-30,10,NO,NO,10,2020-05-30,453,4400042125.0,B,NO,10,2020,S,WE,ZCON,50115.0
31000738,"ANGLE SS , TYPE: L SIZE: 25X25MMX2MM THI",8110,EQSP,101,2020-09-23,29.8,M,GR goods receipt,2020-09-22,29.8,M,M,29.8,2020-09-23,6504,4400045439.0,B,M,29.8,2020,S,WE,ZCON,50115.0
31000766,"MS FLANGES 4"" TABLE E",8110,HVAC,101,2020-08-13,8,NO,GR goods receipt,2020-08-12,8,NO,NO,8,2020-08-13,1040,4400042516.0,B,NO,8,2020,S,WE,ZCON,50115.0
31000780,TC FERRULE TC 50.5MM OD X 12MM HOSE NIPP,8110,PRCN,101,2020-07-14,50,NO,GR goods receipt,2020-07-11,50,NO,NO,50,2020-07-14,10913,4400043476.0,B,NO,50,2020,S,WE,ZCON,50115.0
31000780,TC FERRULE TC 50.5MM OD X 12MM HOSE NIPP,8110,EQSP,101,2020-06-13,10,NO,GR goods receipt,2020-06-12,10,NO,NO,10,2020-06-13,2183,4400040651.0,B,NO,10,2020,S,WE,ZCON,50115.0
31000780,TC FERRULE TC 50.5MM OD X 12MM HOSE NIPP,8110,PRCN,101,2020-06-06,20,NO,GR goods receipt,2020-06-04,20,NO,NO,20,2020-06-06,4365,4400041334.0,B,NO,20,2020,S,WE,ZCON,50115.0
31000795,"CPVC TEE, 1""",8110,CCPJ,101,2020-08-26,30,NO,GR goods receipt,2020-08-12,30,NO,NO,30,2020-08-26,728,4400044204.0,B,NO,30,2020,S,WE,ZCON,50115.0
31000796,"CPVC COUPLINGS, 1""",8110,CCPJ,101,2020-08-26,30,NO,GR goods receipt,2020-08-12,30,NO,NO,30,2020-08-26,386,4400044204.0,B,NO,30,2020,S,WE,ZCON,50115.0
31000797,"BALL VALVE, 1"", ZOLOTO MAKE",8110,HVAC,101,2020-12-31,10,NO,GR goods receipt,2020-12-29,10,NO,NO,10,2020-12-31,4500,4400047085.0,B,NO,10,2020,S,WE,ZCON,50115.0
31000797,"BALL VALVE, 1"", ZOLOTO MAKE",8110,HVAC,101,2020-12-31,4,NO,GR goods receipt,2020-12-29,4,NO,NO,4,2020-12-31,1800,4400047085.0,B,NO,4,2020,S,WE,ZCON,50115.0
31000797,"BALL VALVE, 1"", ZOLOTO MAKE",8110,HVAC,101,2020-07-09,8,NO,GR goods receipt,2020-07-07,8,NO,NO,8,2020-07-09,3531,4400042513.0,B,NO,8,2020,S,WE,ZCON,50115.0
31000878,RECIPROCATING COMPRESSOR KCJ484 EMERSON,8110,HVAC,101,2021-01-09,1,NO,GR goods receipt,2021-01-08,1,NO,NO,1,2021-01-09,12200,4400047403.0,B,NO,1,2021,S,WE,ZCON,54282.0
31000878,RECIPROCATING COMPRESSOR KCJ484 EMERSON,8110,HVAC,101,2020-05-22,1,NO,GR goods receipt,2020-05-21,1,NO,NO,1,2020-05-22,12250,4400039775.0,B,NO,1,2020,S,WE,ZCON,54282.0
31000885,"1"" PVC LONG BEND",8110,INSP,101,2020-09-23,150,NO,GR goods receipt,2020-09-21,150,NO,NO,150,2020-09-23,653,4400044803.0,B,NO,150,2020,S,WE,ZCON,54282.0
31000888,"SADDLES 1""",8110,INSP,101,2020-09-14,5,PAC,GR goods receipt,2020-09-12,5,PAC,PAC,5,2020-09-14,650,4400044801.0,B,PAC,5,2020,S,WE,ZCON,55775.0
31000889,RECIPROCATING COMPRESSOR MODEL:KCM 519,8110,BOIS,101,2021-03-05,2,NO,GR goods receipt,2021-03-04,2,NO,NO,2,2021-03-05,42140,4400048612.0,B,NO,2,2021,S,WE,ZCON,55322.0
31000890,SS 304 SHEET 1.25X2.5 MTR (1.6 MM THICK),8110,EQSP,101,2021-03-04,160,KG,GR goods receipt,2021-03-01,160,KG,KG,160,2021-03-04,34400,4400048498.0,B,KG,160,2021,S,WE,ZCON,55541.0
31000890,SS 304 SHEET 1.25X2.5 MTR (1.6 MM THICK),8110,UTL,101,2021-03-04,24.6,KG,GR goods receipt,2021-03-01,24.6,KG,KG,24.6,2021-03-04,5191,4400048731.0,B,KG,24.6,2021,S,WE,ZCON,55541.0
31000890,SS 304 SHEET 1.25X2.5 MTR (1.6 MM THICK),8110,CCPJ,101,2020-08-03,260.82,KG,GR goods receipt,2020-08-01,260.82,KG,KG,260.82,2020-08-03,47310,4400043999.0,B,KG,260.82,2020,S,WE,ZCON,57893.0
31000890,SS 304 SHEET 1.25X2.5 MTR (1.6 MM THICK),8110,EQSP,101,2020-08-03,37.3,KG,GR goods receipt,2020-08-01,37.3,KG,KG,37.3,2020-08-03,6766,4400043999.0,B,KG,37.3,2020,S,WE,ZCON,50194.0
31000890,SS 304 SHEET 1.25X2.5 MTR (1.6 MM THICK),8110,UTL,101,2020-08-03,298.08,KG,GR goods receipt,2020-08-01,298.08,KG,KG,298.08,2020-08-03,54069,4400043999.0,B,KG,298.08,2020,S,WE,ZCON,50424.0
31000890,SS 304 SHEET 1.25X2.5 MTR (1.6 MM THICK),8110,UTL,101,2020-05-27,112.5,KG,GR goods receipt,2020-05-25,112.5,KG,KG,112.5,2020-05-27,20734,4400041345.0,B,KG,112.5,2020,S,WE,ZCON,53595.0
31000999,"PHARMALINEHOSE SIZE1""X2METER LENGTH WITH",8110,PRCN,101,2021-02-22,3,NO,GR goods receipt,2021-02-10,3,NO,NO,3,2021-02-22,123975,4400048406.0,B,NO,3,2021,S,WE,ZCON,58279.0
31001000,V BELT B-62 MAKE; FENNER,8110,HVAC,101,2020-09-22,4,NO,GR goods receipt,2020-09-22,4,NO,NO,4,2020-09-22,1073,4400045334.0,B,NO,4,2020,S,WE,ZCON,58279.0
31001025,"MS NIPPLE SIZE; 1 1/4""X6"" LENGTH THREADI",8110,BOIS,101,2020-09-10,5,NO,GR goods receipt,2020-09-09,5,NO,NO,5,2020-09-10,175,4400045287.0,B,NO,5,2020,S,WE,ZCON,58279.0
31001058,"PISTON VALVE 50NB FLANGE END, MOC ASTMA1",8320,RD01,101,2020-06-30,2,NO,GR goods receipt,2020-06-24,2,NO,NO,2,2020-06-30,42800,4400040959.0,B,NO,2,2020,S,WE,ZCON,51648.0
31001069,PU6 TO PU8 REDUCER PUSHTYPE,8110,PRCN,101,2020-10-20,10,NO,GR goods receipt,2020-10-12,10,NO,NO,10,2020-10-20,1305,4400045500.0,B,NO,10,2020,S,WE,ZCON,51648.0
31001069,PU6 TO PU8 REDUCER PUSHTYPE,8110,EQSP,101,2020-06-08,50,NO,GR goods receipt,2020-06-05,50,NO,NO,50,2020-06-08,6390,4400041697.0,B,NO,50,2020,S,WE,ZCON,55154.0
31001069,PU6 TO PU8 REDUCER PUSHTYPE,8110,UTL,101,2020-06-06,20,NO,GR goods receipt,2020-06-05,20,NO,NO,20,2020-06-06,2556,4400039869.0,B,NO,20,2020,S,WE,ZCON,55154.0
31001080,POLYCARBONATE SHEET 4X8FT TRANSFERANT IM,8110,CCPJ,101,2021-03-26,6,NO,GR goods receipt,2021-03-23,6,NO,NO,6,2021-03-26,37200,4400049795.0,B,NO,6,2021,S,WE,ZCON,55154.0
31001080,POLYCARBONATE SHEET 4X8FT TRANSFERANT IM,8110,CCPJ,101,2020-08-06,3,NO,GR goods receipt,2020-08-06,3,NO,NO,3,2020-08-06,17259,4400044101.0,B,NO,3,2020,S,WE,ZCON,56139.0
31001101,"SS 304 PIPE 2""",8110,UTL,101,2021-02-05,98.4,M,GR goods receipt,2021-02-03,98.4,M,M,98.4,2021-02-05,94956,4400047998.0,B,M,98.4,2021,S,WE,ZCON,56805.0
31001101,"SS 304 PIPE 2""",8110,HVAC,101,2020-12-03,61.5,M,GR goods receipt,2020-12-02,61.5,M,M,61.5,2020-12-03,59348,4400046776.0,B,M,61.5,2020,S,WE,ZCON,56805.0
31001101,"SS 304 PIPE 2""",8110,UTL,101,2020-09-24,350.55,M,GR goods receipt,2020-09-22,350.55,M,M,350.55,2020-09-24,153015,4400045442.0,B,M,350.55,2020,S,WE,ZCON,56805.0
31001104,CATRIDGE 5 MICRON PP WOUNDED DOUBLE END,8110,UTL,101,2020-09-10,20,NO,GR goods receipt,2020-09-09,20,NO,NO,20,2020-09-10,2550,4400045220.0,B,NO,20,2020,S,WE,ZCON,50606.0
31001115,EU-9 FILTER ; 610X460X300MM,8110,UTL,101,2021-02-26,3,NO,GR goods receipt,2021-02-08,3,NO,NO,3,2021-02-26,10035,4400042689.0,B,NO,3,2021,S,WE,ZCON,51462.0
31001115,EU-9 FILTER ; 610X460X300MM,8110,UTL,102,2021-02-23,-3,NO,GR for PO   reversal,2021-02-08,-3,NO,NO,-3,2021-02-23,-10035,4400042689.0,B,NO,-3,2021,H,WE,ZCON,54080.0
31001115,EU-9 FILTER ; 610X460X300MM,8110,UTL,101,2021-02-12,3,NO,GR goods receipt,2021-02-08,3,NO,NO,3,2021-02-12,10035,4400042689.0,B,NO,3,2021,S,WE,ZCON,54080.0
31001119,"MS PIPE CLASS-C 12""",8110,HVAC,101,2020-06-29,36.6,M,GR goods receipt,2020-06-26,36.6,M,M,36.6,2020-06-29,72505,4400042429.0,B,M,36.6,2020,S,WE,ZCON,53409.0
31001122,"MS FLANGE 4""",8110,HVAC,101,2020-12-31,2,NO,GR goods receipt,2020-12-29,2,NO,NO,2,2020-12-31,270,4400047085.0,B,NO,2,2020,S,WE,ZCON,53409.0
31001127,"ANCHOR BOLTS, SHELL TYPE,SIZE:-12MM",8110,EQSP,101,2020-06-01,50,NO,GR goods receipt,2020-05-30,50,NO,NO,50,2020-06-01,750,4400042079.0,B,NO,50,2020,S,WE,ZCON,53409.0
31001159,SILICAGEL BAGS 250 GMS,8110,ELSP,101,2020-05-22,30,NO,GR goods receipt,2020-05-19,30,NO,NO,30,2020-05-22,2760,4400041392.0,B,NO,30,2020,S,WE,ZCON,53409.0
31001160,ENAMEL WHITE PAINT 4 LTRS ASIAN,8110,CCPJ,101,2020-05-16,4,NO,GR goods receipt,2020-02-12,4,NO,NO,4,2020-05-16,3322,4400038953.0,B,NO,4,2020,S,WE,ZCON,51106.0
31001189,GASKET PART NO 0007-1860-520,8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,2806,4700003576.0,B,NO,2,2021,S,WE,ZCON,54080.0
31001189,GASKET PART NO 0007-1860-520,8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,3175,4700003112.0,B,NO,2,2020,S,WE,ZCON,54080.0
31001190,GASKET PART NO  0007-1945-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,9904,4700003173.0,B,NO,2,2020,S,WE,ZCON,54080.0
31001191,GASKET PART NO  0007-2925-520,8110,UTL,101,2020-12-19,4,NO,GR goods receipt,2020-11-17,4,NO,NO,4,2020-12-19,28180,4700003269.0,B,NO,4,2020,S,WE,ZCON,54080.0
31001191,GASKET PART NO  0007-2925-520,8110,EQSP,101,2020-12-10,6,NO,GR goods receipt,2020-09-21,6,NO,NO,6,2020-12-10,39170,4700003173.0,B,NO,6,2020,S,WE,ZCON,54080.0
31001191,GASKET PART NO  0007-2925-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,13057,4700003173.0,B,NO,2,2020,S,WE,ZCON,54080.0
31001192,GASKET PART NO 0007-1900-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,2630,4700003173.0,B,NO,2,2020,S,WE,ZCON,50048.0
31001193,GASKET PART NO 0007-2981-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,494,4700003173.0,B,NO,2,2020,S,WE,ZCON,56152.0
31001194,GASKET PART NO 0007-1907-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,6121,4700003173.0,B,NO,2,2020,S,WE,ZCON,55331.0
31001195,GASKET PART NO 0007-1670-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,6131,4700003173.0,B,NO,2,2020,S,WE,ZCON,58516.0
31001196,GASKET PART NO 0007-2934-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,1997,4700003173.0,B,NO,2,2020,S,WE,ZCON,54913.0
31001196,GASKET PART NO 0007-2934-520,8110,UTL,101,2020-08-25,3,NO,GR goods receipt,2020-07-31,3,NO,NO,3,2020-08-25,3049,4700003090.0,B,NO,3,2020,S,WE,ZCON,50589.0
31001196,GASKET PART NO 0007-2934-520,8320,RD01,101,2021-03-29,2,NO,GR goods receipt,2020-08-25,2,NO,NO,2,2021-03-29,1774,4700003576.0,B,NO,2,2021,S,WE,ZCON,52674.0
31001196,GASKET PART NO 0007-2934-520,8320,RD01,101,2020-10-01,2,NO,GR goods receipt,2020-09-07,2,NO,NO,2,2020-10-01,2007,4700003112.0,B,NO,2,2020,S,WE,ZCON,55331.0
31001197,GASKET PART NO 0007-2640-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,4584,4700003173.0,B,NO,2,2020,S,WE,ZCON,55785.0
31001197,GASKET PART NO 0007-2640-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,4409,4700003173.0,B,NO,2,2020,S,WE,ZCON,51156.0
31001197,GASKET PART NO 0007-2640-520,8110,UTL,101,2020-11-26,2,NO,GR goods receipt,2020-10-01,2,NO,NO,2,2020-11-26,4423,4700003218.0,B,NO,2,2020,S,WE,ZCON,55331.0
31001198,GASKET PART NO 0007-2300-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,12879,4700003173.0,B,NO,2,2020,S,WE,ZCON,57545.0
31001199,GASKET PART NO 0007-3380-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,10701,4700003173.0,B,NO,2,2020,S,WE,ZCON,54261.0
31001200,GASKET PART NO 0007-3379-320,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,53971,4700003173.0,B,NO,2,2020,S,WE,ZCON,54261.0
31001201,GASKET PART NO  0007-1991-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,15731,4700003173.0,B,NO,2,2020,S,WE,ZCON,51871.0
31001202,GASKET PART NO 0007-3381-320,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,64851,4700003173.0,B,NO,2,2020,S,WE,ZCON,51871.0
31001203,GASKET PART NO 0007-1749-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,11418,4700003173.0,B,NO,2,2020,S,WE,ZCON,51871.0
31001204,GASKET PART NO  0007-3383-320,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,49647,4700003173.0,B,NO,2,2020,S,WE,ZCON,51871.0
31001205,GASKET PART NO 0007-2733-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,12790,4700003173.0,B,NO,2,2020,S,WE,ZCON,51871.0
31001206,GASKET PART NO 0007-2839-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,4637,4700003173.0,B,NO,2,2020,S,WE,ZCON,51871.0
31001207,GASKET PART NO  0007-2059-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,6858,4700003173.0,B,NO,2,2020,S,WE,ZCON,51871.0
31001208,GASKET PART NO 0007-3384-320,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,22940,4700003173.0,B,NO,2,2020,S,WE,ZCON,55646.0
31001209,GASKET PART NO 0007-3378-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,28017,4700003173.0,B,NO,2,2020,S,WE,ZCON,55646.0
31001210,GASKET PART NO  0007-3377-320,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,53103,4700003173.0,B,NO,2,2020,S,WE,ZCON,55646.0
31001211,GASKET PART NO  0007-2015-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,10005,4700003173.0,B,NO,2,2020,S,WE,ZCON,55646.0
31001212,GASKET PART NO 0007-2599-520,8110,EQSP,101,2020-12-10,2,NO,GR goods receipt,2020-09-21,2,NO,NO,2,2020-12-10,10730,4700003173.0,B,NO,2,2020,S,WE,ZCON,55646.0
